,albedo,normal,depth,mask,face,light
269,../data/celeba/synthesized_data/train/10_14_albedo.png,../data/celeba/synthesized_data/train/10_14_normal.png,None,None,../data/celeba/synthesized_data/train/10_14_face.png,../data/celeba/synthesized_data/train/10_14_light.txt
270,../data/celeba/synthesized_data/train/10_150_albedo.png,../data/celeba/synthesized_data/train/10_150_normal.png,None,None,../data/celeba/synthesized_data/train/10_150_face.png,../data/celeba/synthesized_data/train/10_150_light.txt
271,../data/celeba/synthesized_data/train/10_151_albedo.png,../data/celeba/synthesized_data/train/10_151_normal.png,None,None,../data/celeba/synthesized_data/train/10_151_face.png,../data/celeba/synthesized_data/train/10_151_light.txt
272,../data/celeba/synthesized_data/train/10_152_albedo.png,../data/celeba/synthesized_data/train/10_152_normal.png,None,None,../data/celeba/synthesized_data/train/10_152_face.png,../data/celeba/synthesized_data/train/10_152_light.txt
273,../data/celeba/synthesized_data/train/10_153_albedo.png,../data/celeba/synthesized_data/train/10_153_normal.png,None,None,../data/celeba/synthesized_data/train/10_153_face.png,../data/celeba/synthesized_data/train/10_153_light.txt
274,../data/celeba/synthesized_data/train/10_154_albedo.png,../data/celeba/synthesized_data/train/10_154_normal.png,None,None,../data/celeba/synthesized_data/train/10_154_face.png,../data/celeba/synthesized_data/train/10_154_light.txt
275,../data/celeba/synthesized_data/train/10_155_albedo.png,../data/celeba/synthesized_data/train/10_155_normal.png,None,None,../data/celeba/synthesized_data/train/10_155_face.png,../data/celeba/synthesized_data/train/10_155_light.txt
276,../data/celeba/synthesized_data/train/10_156_albedo.png,../data/celeba/synthesized_data/train/10_156_normal.png,None,None,../data/celeba/synthesized_data/train/10_156_face.png,../data/celeba/synthesized_data/train/10_156_light.txt
277,../data/celeba/synthesized_data/train/10_157_albedo.png,../data/celeba/synthesized_data/train/10_157_normal.png,None,None,../data/celeba/synthesized_data/train/10_157_face.png,../data/celeba/synthesized_data/train/10_157_light.txt
278,../data/celeba/synthesized_data/train/10_158_albedo.png,../data/celeba/synthesized_data/train/10_158_normal.png,None,None,../data/celeba/synthesized_data/train/10_158_face.png,../data/celeba/synthesized_data/train/10_158_light.txt
279,../data/celeba/synthesized_data/train/10_159_albedo.png,../data/celeba/synthesized_data/train/10_159_normal.png,None,None,../data/celeba/synthesized_data/train/10_159_face.png,../data/celeba/synthesized_data/train/10_159_light.txt
280,../data/celeba/synthesized_data/train/10_15_albedo.png,../data/celeba/synthesized_data/train/10_15_normal.png,None,None,../data/celeba/synthesized_data/train/10_15_face.png,../data/celeba/synthesized_data/train/10_15_light.txt
281,../data/celeba/synthesized_data/train/10_160_albedo.png,../data/celeba/synthesized_data/train/10_160_normal.png,None,None,../data/celeba/synthesized_data/train/10_160_face.png,../data/celeba/synthesized_data/train/10_160_light.txt
282,../data/celeba/synthesized_data/train/10_161_albedo.png,../data/celeba/synthesized_data/train/10_161_normal.png,None,None,../data/celeba/synthesized_data/train/10_161_face.png,../data/celeba/synthesized_data/train/10_161_light.txt
283,../data/celeba/synthesized_data/train/10_162_albedo.png,../data/celeba/synthesized_data/train/10_162_normal.png,None,None,../data/celeba/synthesized_data/train/10_162_face.png,../data/celeba/synthesized_data/train/10_162_light.txt
284,../data/celeba/synthesized_data/train/10_163_albedo.png,../data/celeba/synthesized_data/train/10_163_normal.png,None,None,../data/celeba/synthesized_data/train/10_163_face.png,../data/celeba/synthesized_data/train/10_163_light.txt
285,../data/celeba/synthesized_data/train/10_164_albedo.png,../data/celeba/synthesized_data/train/10_164_normal.png,None,None,../data/celeba/synthesized_data/train/10_164_face.png,../data/celeba/synthesized_data/train/10_164_light.txt
286,../data/celeba/synthesized_data/train/10_165_albedo.png,../data/celeba/synthesized_data/train/10_165_normal.png,None,None,../data/celeba/synthesized_data/train/10_165_face.png,../data/celeba/synthesized_data/train/10_165_light.txt
287,../data/celeba/synthesized_data/train/10_166_albedo.png,../data/celeba/synthesized_data/train/10_166_normal.png,None,None,../data/celeba/synthesized_data/train/10_166_face.png,../data/celeba/synthesized_data/train/10_166_light.txt
288,../data/celeba/synthesized_data/train/10_167_albedo.png,../data/celeba/synthesized_data/train/10_167_normal.png,None,None,../data/celeba/synthesized_data/train/10_167_face.png,../data/celeba/synthesized_data/train/10_167_light.txt
289,../data/celeba/synthesized_data/train/10_168_albedo.png,../data/celeba/synthesized_data/train/10_168_normal.png,None,None,../data/celeba/synthesized_data/train/10_168_face.png,../data/celeba/synthesized_data/train/10_168_light.txt
290,../data/celeba/synthesized_data/train/10_169_albedo.png,../data/celeba/synthesized_data/train/10_169_normal.png,None,None,../data/celeba/synthesized_data/train/10_169_face.png,../data/celeba/synthesized_data/train/10_169_light.txt
291,../data/celeba/synthesized_data/train/10_16_albedo.png,../data/celeba/synthesized_data/train/10_16_normal.png,None,None,../data/celeba/synthesized_data/train/10_16_face.png,../data/celeba/synthesized_data/train/10_16_light.txt
292,../data/celeba/synthesized_data/train/10_170_albedo.png,../data/celeba/synthesized_data/train/10_170_normal.png,None,None,../data/celeba/synthesized_data/train/10_170_face.png,../data/celeba/synthesized_data/train/10_170_light.txt
293,../data/celeba/synthesized_data/train/10_171_albedo.png,../data/celeba/synthesized_data/train/10_171_normal.png,None,None,../data/celeba/synthesized_data/train/10_171_face.png,../data/celeba/synthesized_data/train/10_171_light.txt
294,../data/celeba/synthesized_data/train/10_172_albedo.png,../data/celeba/synthesized_data/train/10_172_normal.png,None,None,../data/celeba/synthesized_data/train/10_172_face.png,../data/celeba/synthesized_data/train/10_172_light.txt
295,../data/celeba/synthesized_data/train/10_173_albedo.png,../data/celeba/synthesized_data/train/10_173_normal.png,None,None,../data/celeba/synthesized_data/train/10_173_face.png,../data/celeba/synthesized_data/train/10_173_light.txt
296,../data/celeba/synthesized_data/train/10_174_albedo.png,../data/celeba/synthesized_data/train/10_174_normal.png,None,None,../data/celeba/synthesized_data/train/10_174_face.png,../data/celeba/synthesized_data/train/10_174_light.txt
297,../data/celeba/synthesized_data/train/10_175_albedo.png,../data/celeba/synthesized_data/train/10_175_normal.png,None,None,../data/celeba/synthesized_data/train/10_175_face.png,../data/celeba/synthesized_data/train/10_175_light.txt
298,../data/celeba/synthesized_data/train/10_176_albedo.png,../data/celeba/synthesized_data/train/10_176_normal.png,None,None,../data/celeba/synthesized_data/train/10_176_face.png,../data/celeba/synthesized_data/train/10_176_light.txt
299,../data/celeba/synthesized_data/train/10_177_albedo.png,../data/celeba/synthesized_data/train/10_177_normal.png,None,None,../data/celeba/synthesized_data/train/10_177_face.png,../data/celeba/synthesized_data/train/10_177_light.txt
300,../data/celeba/synthesized_data/train/10_178_albedo.png,../data/celeba/synthesized_data/train/10_178_normal.png,None,None,../data/celeba/synthesized_data/train/10_178_face.png,../data/celeba/synthesized_data/train/10_178_light.txt
301,../data/celeba/synthesized_data/train/10_179_albedo.png,../data/celeba/synthesized_data/train/10_179_normal.png,None,None,../data/celeba/synthesized_data/train/10_179_face.png,../data/celeba/synthesized_data/train/10_179_light.txt
302,../data/celeba/synthesized_data/train/10_17_albedo.png,../data/celeba/synthesized_data/train/10_17_normal.png,None,None,../data/celeba/synthesized_data/train/10_17_face.png,../data/celeba/synthesized_data/train/10_17_light.txt
303,../data/celeba/synthesized_data/train/10_180_albedo.png,../data/celeba/synthesized_data/train/10_180_normal.png,None,None,../data/celeba/synthesized_data/train/10_180_face.png,../data/celeba/synthesized_data/train/10_180_light.txt
304,../data/celeba/synthesized_data/train/10_181_albedo.png,../data/celeba/synthesized_data/train/10_181_normal.png,None,None,../data/celeba/synthesized_data/train/10_181_face.png,../data/celeba/synthesized_data/train/10_181_light.txt
305,../data/celeba/synthesized_data/train/10_182_albedo.png,../data/celeba/synthesized_data/train/10_182_normal.png,None,None,../data/celeba/synthesized_data/train/10_182_face.png,../data/celeba/synthesized_data/train/10_182_light.txt
306,../data/celeba/synthesized_data/train/10_183_albedo.png,../data/celeba/synthesized_data/train/10_183_normal.png,None,None,../data/celeba/synthesized_data/train/10_183_face.png,../data/celeba/synthesized_data/train/10_183_light.txt
307,../data/celeba/synthesized_data/train/10_184_albedo.png,../data/celeba/synthesized_data/train/10_184_normal.png,None,None,../data/celeba/synthesized_data/train/10_184_face.png,../data/celeba/synthesized_data/train/10_184_light.txt
308,../data/celeba/synthesized_data/train/10_185_albedo.png,../data/celeba/synthesized_data/train/10_185_normal.png,None,None,../data/celeba/synthesized_data/train/10_185_face.png,../data/celeba/synthesized_data/train/10_185_light.txt
309,../data/celeba/synthesized_data/train/10_186_albedo.png,../data/celeba/synthesized_data/train/10_186_normal.png,None,None,../data/celeba/synthesized_data/train/10_186_face.png,../data/celeba/synthesized_data/train/10_186_light.txt
310,../data/celeba/synthesized_data/train/10_187_albedo.png,../data/celeba/synthesized_data/train/10_187_normal.png,None,None,../data/celeba/synthesized_data/train/10_187_face.png,../data/celeba/synthesized_data/train/10_187_light.txt
311,../data/celeba/synthesized_data/train/10_188_albedo.png,../data/celeba/synthesized_data/train/10_188_normal.png,None,None,../data/celeba/synthesized_data/train/10_188_face.png,../data/celeba/synthesized_data/train/10_188_light.txt
312,../data/celeba/synthesized_data/train/10_189_albedo.png,../data/celeba/synthesized_data/train/10_189_normal.png,None,None,../data/celeba/synthesized_data/train/10_189_face.png,../data/celeba/synthesized_data/train/10_189_light.txt
313,../data/celeba/synthesized_data/train/10_18_albedo.png,../data/celeba/synthesized_data/train/10_18_normal.png,None,None,../data/celeba/synthesized_data/train/10_18_face.png,../data/celeba/synthesized_data/train/10_18_light.txt
314,../data/celeba/synthesized_data/train/10_190_albedo.png,../data/celeba/synthesized_data/train/10_190_normal.png,None,None,../data/celeba/synthesized_data/train/10_190_face.png,../data/celeba/synthesized_data/train/10_190_light.txt
315,../data/celeba/synthesized_data/train/10_191_albedo.png,../data/celeba/synthesized_data/train/10_191_normal.png,None,None,../data/celeba/synthesized_data/train/10_191_face.png,../data/celeba/synthesized_data/train/10_191_light.txt
316,../data/celeba/synthesized_data/train/10_192_albedo.png,../data/celeba/synthesized_data/train/10_192_normal.png,None,None,../data/celeba/synthesized_data/train/10_192_face.png,../data/celeba/synthesized_data/train/10_192_light.txt
317,../data/celeba/synthesized_data/train/10_193_albedo.png,../data/celeba/synthesized_data/train/10_193_normal.png,None,None,../data/celeba/synthesized_data/train/10_193_face.png,../data/celeba/synthesized_data/train/10_193_light.txt
318,../data/celeba/synthesized_data/train/10_194_albedo.png,../data/celeba/synthesized_data/train/10_194_normal.png,None,None,../data/celeba/synthesized_data/train/10_194_face.png,../data/celeba/synthesized_data/train/10_194_light.txt
319,../data/celeba/synthesized_data/train/10_195_albedo.png,../data/celeba/synthesized_data/train/10_195_normal.png,None,None,../data/celeba/synthesized_data/train/10_195_face.png,../data/celeba/synthesized_data/train/10_195_light.txt
320,../data/celeba/synthesized_data/train/10_196_albedo.png,../data/celeba/synthesized_data/train/10_196_normal.png,None,None,../data/celeba/synthesized_data/train/10_196_face.png,../data/celeba/synthesized_data/train/10_196_light.txt
321,../data/celeba/synthesized_data/train/10_197_albedo.png,../data/celeba/synthesized_data/train/10_197_normal.png,None,None,../data/celeba/synthesized_data/train/10_197_face.png,../data/celeba/synthesized_data/train/10_197_light.txt
322,../data/celeba/synthesized_data/train/10_198_albedo.png,../data/celeba/synthesized_data/train/10_198_normal.png,None,None,../data/celeba/synthesized_data/train/10_198_face.png,../data/celeba/synthesized_data/train/10_198_light.txt
323,../data/celeba/synthesized_data/train/10_199_albedo.png,../data/celeba/synthesized_data/train/10_199_normal.png,None,None,../data/celeba/synthesized_data/train/10_199_face.png,../data/celeba/synthesized_data/train/10_199_light.txt
324,../data/celeba/synthesized_data/train/10_19_albedo.png,../data/celeba/synthesized_data/train/10_19_normal.png,None,None,../data/celeba/synthesized_data/train/10_19_face.png,../data/celeba/synthesized_data/train/10_19_light.txt
325,../data/celeba/synthesized_data/train/10_1_albedo.png,../data/celeba/synthesized_data/train/10_1_normal.png,None,None,../data/celeba/synthesized_data/train/10_1_face.png,../data/celeba/synthesized_data/train/10_1_light.txt
326,../data/celeba/synthesized_data/train/10_200_albedo.png,../data/celeba/synthesized_data/train/10_200_normal.png,None,None,../data/celeba/synthesized_data/train/10_200_face.png,../data/celeba/synthesized_data/train/10_200_light.txt
327,../data/celeba/synthesized_data/train/10_201_albedo.png,../data/celeba/synthesized_data/train/10_201_normal.png,None,None,../data/celeba/synthesized_data/train/10_201_face.png,../data/celeba/synthesized_data/train/10_201_light.txt
328,../data/celeba/synthesized_data/train/10_202_albedo.png,../data/celeba/synthesized_data/train/10_202_normal.png,None,None,../data/celeba/synthesized_data/train/10_202_face.png,../data/celeba/synthesized_data/train/10_202_light.txt
329,../data/celeba/synthesized_data/train/10_203_albedo.png,../data/celeba/synthesized_data/train/10_203_normal.png,None,None,../data/celeba/synthesized_data/train/10_203_face.png,../data/celeba/synthesized_data/train/10_203_light.txt
330,../data/celeba/synthesized_data/train/10_204_albedo.png,../data/celeba/synthesized_data/train/10_204_normal.png,None,None,../data/celeba/synthesized_data/train/10_204_face.png,../data/celeba/synthesized_data/train/10_204_light.txt
331,../data/celeba/synthesized_data/train/10_205_albedo.png,../data/celeba/synthesized_data/train/10_205_normal.png,None,None,../data/celeba/synthesized_data/train/10_205_face.png,../data/celeba/synthesized_data/train/10_205_light.txt
332,../data/celeba/synthesized_data/train/10_206_albedo.png,../data/celeba/synthesized_data/train/10_206_normal.png,None,None,../data/celeba/synthesized_data/train/10_206_face.png,../data/celeba/synthesized_data/train/10_206_light.txt
333,../data/celeba/synthesized_data/train/10_207_albedo.png,../data/celeba/synthesized_data/train/10_207_normal.png,None,None,../data/celeba/synthesized_data/train/10_207_face.png,../data/celeba/synthesized_data/train/10_207_light.txt
334,../data/celeba/synthesized_data/train/10_208_albedo.png,../data/celeba/synthesized_data/train/10_208_normal.png,None,None,../data/celeba/synthesized_data/train/10_208_face.png,../data/celeba/synthesized_data/train/10_208_light.txt
335,../data/celeba/synthesized_data/train/10_209_albedo.png,../data/celeba/synthesized_data/train/10_209_normal.png,None,None,../data/celeba/synthesized_data/train/10_209_face.png,../data/celeba/synthesized_data/train/10_209_light.txt
336,../data/celeba/synthesized_data/train/10_20_albedo.png,../data/celeba/synthesized_data/train/10_20_normal.png,None,None,../data/celeba/synthesized_data/train/10_20_face.png,../data/celeba/synthesized_data/train/10_20_light.txt
337,../data/celeba/synthesized_data/train/10_210_albedo.png,../data/celeba/synthesized_data/train/10_210_normal.png,None,None,../data/celeba/synthesized_data/train/10_210_face.png,../data/celeba/synthesized_data/train/10_210_light.txt
338,../data/celeba/synthesized_data/train/10_211_albedo.png,../data/celeba/synthesized_data/train/10_211_normal.png,None,None,../data/celeba/synthesized_data/train/10_211_face.png,../data/celeba/synthesized_data/train/10_211_light.txt
339,../data/celeba/synthesized_data/train/10_212_albedo.png,../data/celeba/synthesized_data/train/10_212_normal.png,None,None,../data/celeba/synthesized_data/train/10_212_face.png,../data/celeba/synthesized_data/train/10_212_light.txt
340,../data/celeba/synthesized_data/train/10_213_albedo.png,../data/celeba/synthesized_data/train/10_213_normal.png,None,None,../data/celeba/synthesized_data/train/10_213_face.png,../data/celeba/synthesized_data/train/10_213_light.txt
341,../data/celeba/synthesized_data/train/10_214_albedo.png,../data/celeba/synthesized_data/train/10_214_normal.png,None,None,../data/celeba/synthesized_data/train/10_214_face.png,../data/celeba/synthesized_data/train/10_214_light.txt
342,../data/celeba/synthesized_data/train/10_215_albedo.png,../data/celeba/synthesized_data/train/10_215_normal.png,None,None,../data/celeba/synthesized_data/train/10_215_face.png,../data/celeba/synthesized_data/train/10_215_light.txt
343,../data/celeba/synthesized_data/train/10_216_albedo.png,../data/celeba/synthesized_data/train/10_216_normal.png,None,None,../data/celeba/synthesized_data/train/10_216_face.png,../data/celeba/synthesized_data/train/10_216_light.txt
344,../data/celeba/synthesized_data/train/10_217_albedo.png,../data/celeba/synthesized_data/train/10_217_normal.png,None,None,../data/celeba/synthesized_data/train/10_217_face.png,../data/celeba/synthesized_data/train/10_217_light.txt
345,../data/celeba/synthesized_data/train/10_218_albedo.png,../data/celeba/synthesized_data/train/10_218_normal.png,None,None,../data/celeba/synthesized_data/train/10_218_face.png,../data/celeba/synthesized_data/train/10_218_light.txt
346,../data/celeba/synthesized_data/train/10_219_albedo.png,../data/celeba/synthesized_data/train/10_219_normal.png,None,None,../data/celeba/synthesized_data/train/10_219_face.png,../data/celeba/synthesized_data/train/10_219_light.txt
347,../data/celeba/synthesized_data/train/10_21_albedo.png,../data/celeba/synthesized_data/train/10_21_normal.png,None,None,../data/celeba/synthesized_data/train/10_21_face.png,../data/celeba/synthesized_data/train/10_21_light.txt
348,../data/celeba/synthesized_data/train/10_220_albedo.png,../data/celeba/synthesized_data/train/10_220_normal.png,None,None,../data/celeba/synthesized_data/train/10_220_face.png,../data/celeba/synthesized_data/train/10_220_light.txt
349,../data/celeba/synthesized_data/train/10_221_albedo.png,../data/celeba/synthesized_data/train/10_221_normal.png,None,None,../data/celeba/synthesized_data/train/10_221_face.png,../data/celeba/synthesized_data/train/10_221_light.txt
350,../data/celeba/synthesized_data/train/10_222_albedo.png,../data/celeba/synthesized_data/train/10_222_normal.png,None,None,../data/celeba/synthesized_data/train/10_222_face.png,../data/celeba/synthesized_data/train/10_222_light.txt
351,../data/celeba/synthesized_data/train/10_223_albedo.png,../data/celeba/synthesized_data/train/10_223_normal.png,None,None,../data/celeba/synthesized_data/train/10_223_face.png,../data/celeba/synthesized_data/train/10_223_light.txt
352,../data/celeba/synthesized_data/train/10_224_albedo.png,../data/celeba/synthesized_data/train/10_224_normal.png,None,None,../data/celeba/synthesized_data/train/10_224_face.png,../data/celeba/synthesized_data/train/10_224_light.txt
353,../data/celeba/synthesized_data/train/10_225_albedo.png,../data/celeba/synthesized_data/train/10_225_normal.png,None,None,../data/celeba/synthesized_data/train/10_225_face.png,../data/celeba/synthesized_data/train/10_225_light.txt
354,../data/celeba/synthesized_data/train/10_226_albedo.png,../data/celeba/synthesized_data/train/10_226_normal.png,None,None,../data/celeba/synthesized_data/train/10_226_face.png,../data/celeba/synthesized_data/train/10_226_light.txt
355,../data/celeba/synthesized_data/train/10_227_albedo.png,../data/celeba/synthesized_data/train/10_227_normal.png,None,None,../data/celeba/synthesized_data/train/10_227_face.png,../data/celeba/synthesized_data/train/10_227_light.txt
356,../data/celeba/synthesized_data/train/10_228_albedo.png,../data/celeba/synthesized_data/train/10_228_normal.png,None,None,../data/celeba/synthesized_data/train/10_228_face.png,../data/celeba/synthesized_data/train/10_228_light.txt
357,../data/celeba/synthesized_data/train/10_229_albedo.png,../data/celeba/synthesized_data/train/10_229_normal.png,None,None,../data/celeba/synthesized_data/train/10_229_face.png,../data/celeba/synthesized_data/train/10_229_light.txt
358,../data/celeba/synthesized_data/train/10_22_albedo.png,../data/celeba/synthesized_data/train/10_22_normal.png,None,None,../data/celeba/synthesized_data/train/10_22_face.png,../data/celeba/synthesized_data/train/10_22_light.txt
359,../data/celeba/synthesized_data/train/10_230_albedo.png,../data/celeba/synthesized_data/train/10_230_normal.png,None,None,../data/celeba/synthesized_data/train/10_230_face.png,../data/celeba/synthesized_data/train/10_230_light.txt
360,../data/celeba/synthesized_data/train/10_231_albedo.png,../data/celeba/synthesized_data/train/10_231_normal.png,None,None,../data/celeba/synthesized_data/train/10_231_face.png,../data/celeba/synthesized_data/train/10_231_light.txt
361,../data/celeba/synthesized_data/train/10_232_albedo.png,../data/celeba/synthesized_data/train/10_232_normal.png,None,None,../data/celeba/synthesized_data/train/10_232_face.png,../data/celeba/synthesized_data/train/10_232_light.txt
362,../data/celeba/synthesized_data/train/10_233_albedo.png,../data/celeba/synthesized_data/train/10_233_normal.png,None,None,../data/celeba/synthesized_data/train/10_233_face.png,../data/celeba/synthesized_data/train/10_233_light.txt
363,../data/celeba/synthesized_data/train/10_234_albedo.png,../data/celeba/synthesized_data/train/10_234_normal.png,None,None,../data/celeba/synthesized_data/train/10_234_face.png,../data/celeba/synthesized_data/train/10_234_light.txt
364,../data/celeba/synthesized_data/train/10_235_albedo.png,../data/celeba/synthesized_data/train/10_235_normal.png,None,None,../data/celeba/synthesized_data/train/10_235_face.png,../data/celeba/synthesized_data/train/10_235_light.txt
365,../data/celeba/synthesized_data/train/10_236_albedo.png,../data/celeba/synthesized_data/train/10_236_normal.png,None,None,../data/celeba/synthesized_data/train/10_236_face.png,../data/celeba/synthesized_data/train/10_236_light.txt
366,../data/celeba/synthesized_data/train/10_237_albedo.png,../data/celeba/synthesized_data/train/10_237_normal.png,None,None,../data/celeba/synthesized_data/train/10_237_face.png,../data/celeba/synthesized_data/train/10_237_light.txt
367,../data/celeba/synthesized_data/train/10_238_albedo.png,../data/celeba/synthesized_data/train/10_238_normal.png,None,None,../data/celeba/synthesized_data/train/10_238_face.png,../data/celeba/synthesized_data/train/10_238_light.txt
368,../data/celeba/synthesized_data/train/10_239_albedo.png,../data/celeba/synthesized_data/train/10_239_normal.png,None,None,../data/celeba/synthesized_data/train/10_239_face.png,../data/celeba/synthesized_data/train/10_239_light.txt
369,../data/celeba/synthesized_data/train/10_23_albedo.png,../data/celeba/synthesized_data/train/10_23_normal.png,None,None,../data/celeba/synthesized_data/train/10_23_face.png,../data/celeba/synthesized_data/train/10_23_light.txt
370,../data/celeba/synthesized_data/train/10_240_albedo.png,../data/celeba/synthesized_data/train/10_240_normal.png,None,None,../data/celeba/synthesized_data/train/10_240_face.png,../data/celeba/synthesized_data/train/10_240_light.txt
371,../data/celeba/synthesized_data/train/10_241_albedo.png,../data/celeba/synthesized_data/train/10_241_normal.png,None,None,../data/celeba/synthesized_data/train/10_241_face.png,../data/celeba/synthesized_data/train/10_241_light.txt
372,../data/celeba/synthesized_data/train/10_242_albedo.png,../data/celeba/synthesized_data/train/10_242_normal.png,None,None,../data/celeba/synthesized_data/train/10_242_face.png,../data/celeba/synthesized_data/train/10_242_light.txt
373,../data/celeba/synthesized_data/train/10_243_albedo.png,../data/celeba/synthesized_data/train/10_243_normal.png,None,None,../data/celeba/synthesized_data/train/10_243_face.png,../data/celeba/synthesized_data/train/10_243_light.txt
374,../data/celeba/synthesized_data/train/10_244_albedo.png,../data/celeba/synthesized_data/train/10_244_normal.png,None,None,../data/celeba/synthesized_data/train/10_244_face.png,../data/celeba/synthesized_data/train/10_244_light.txt
375,../data/celeba/synthesized_data/train/10_245_albedo.png,../data/celeba/synthesized_data/train/10_245_normal.png,None,None,../data/celeba/synthesized_data/train/10_245_face.png,../data/celeba/synthesized_data/train/10_245_light.txt
376,../data/celeba/synthesized_data/train/10_246_albedo.png,../data/celeba/synthesized_data/train/10_246_normal.png,None,None,../data/celeba/synthesized_data/train/10_246_face.png,../data/celeba/synthesized_data/train/10_246_light.txt
377,../data/celeba/synthesized_data/train/10_247_albedo.png,../data/celeba/synthesized_data/train/10_247_normal.png,None,None,../data/celeba/synthesized_data/train/10_247_face.png,../data/celeba/synthesized_data/train/10_247_light.txt
378,../data/celeba/synthesized_data/train/10_248_albedo.png,../data/celeba/synthesized_data/train/10_248_normal.png,None,None,../data/celeba/synthesized_data/train/10_248_face.png,../data/celeba/synthesized_data/train/10_248_light.txt
379,../data/celeba/synthesized_data/train/10_249_albedo.png,../data/celeba/synthesized_data/train/10_249_normal.png,None,None,../data/celeba/synthesized_data/train/10_249_face.png,../data/celeba/synthesized_data/train/10_249_light.txt
380,../data/celeba/synthesized_data/train/10_24_albedo.png,../data/celeba/synthesized_data/train/10_24_normal.png,None,None,../data/celeba/synthesized_data/train/10_24_face.png,../data/celeba/synthesized_data/train/10_24_light.txt
381,../data/celeba/synthesized_data/train/10_250_albedo.png,../data/celeba/synthesized_data/train/10_250_normal.png,None,None,../data/celeba/synthesized_data/train/10_250_face.png,../data/celeba/synthesized_data/train/10_250_light.txt
382,../data/celeba/synthesized_data/train/10_251_albedo.png,../data/celeba/synthesized_data/train/10_251_normal.png,None,None,../data/celeba/synthesized_data/train/10_251_face.png,../data/celeba/synthesized_data/train/10_251_light.txt
383,../data/celeba/synthesized_data/train/10_252_albedo.png,../data/celeba/synthesized_data/train/10_252_normal.png,None,None,../data/celeba/synthesized_data/train/10_252_face.png,../data/celeba/synthesized_data/train/10_252_light.txt
384,../data/celeba/synthesized_data/train/10_253_albedo.png,../data/celeba/synthesized_data/train/10_253_normal.png,None,None,../data/celeba/synthesized_data/train/10_253_face.png,../data/celeba/synthesized_data/train/10_253_light.txt
385,../data/celeba/synthesized_data/train/10_254_albedo.png,../data/celeba/synthesized_data/train/10_254_normal.png,None,None,../data/celeba/synthesized_data/train/10_254_face.png,../data/celeba/synthesized_data/train/10_254_light.txt
386,../data/celeba/synthesized_data/train/10_255_albedo.png,../data/celeba/synthesized_data/train/10_255_normal.png,None,None,../data/celeba/synthesized_data/train/10_255_face.png,../data/celeba/synthesized_data/train/10_255_light.txt
387,../data/celeba/synthesized_data/train/10_256_albedo.png,../data/celeba/synthesized_data/train/10_256_normal.png,None,None,../data/celeba/synthesized_data/train/10_256_face.png,../data/celeba/synthesized_data/train/10_256_light.txt
388,../data/celeba/synthesized_data/train/10_257_albedo.png,../data/celeba/synthesized_data/train/10_257_normal.png,None,None,../data/celeba/synthesized_data/train/10_257_face.png,../data/celeba/synthesized_data/train/10_257_light.txt
389,../data/celeba/synthesized_data/train/10_258_albedo.png,../data/celeba/synthesized_data/train/10_258_normal.png,None,None,../data/celeba/synthesized_data/train/10_258_face.png,../data/celeba/synthesized_data/train/10_258_light.txt
390,../data/celeba/synthesized_data/train/10_259_albedo.png,../data/celeba/synthesized_data/train/10_259_normal.png,None,None,../data/celeba/synthesized_data/train/10_259_face.png,../data/celeba/synthesized_data/train/10_259_light.txt
391,../data/celeba/synthesized_data/train/10_25_albedo.png,../data/celeba/synthesized_data/train/10_25_normal.png,None,None,../data/celeba/synthesized_data/train/10_25_face.png,../data/celeba/synthesized_data/train/10_25_light.txt
392,../data/celeba/synthesized_data/train/10_260_albedo.png,../data/celeba/synthesized_data/train/10_260_normal.png,None,None,../data/celeba/synthesized_data/train/10_260_face.png,../data/celeba/synthesized_data/train/10_260_light.txt
393,../data/celeba/synthesized_data/train/10_261_albedo.png,../data/celeba/synthesized_data/train/10_261_normal.png,None,None,../data/celeba/synthesized_data/train/10_261_face.png,../data/celeba/synthesized_data/train/10_261_light.txt
394,../data/celeba/synthesized_data/train/10_262_albedo.png,../data/celeba/synthesized_data/train/10_262_normal.png,None,None,../data/celeba/synthesized_data/train/10_262_face.png,../data/celeba/synthesized_data/train/10_262_light.txt
395,../data/celeba/synthesized_data/train/10_263_albedo.png,../data/celeba/synthesized_data/train/10_263_normal.png,None,None,../data/celeba/synthesized_data/train/10_263_face.png,../data/celeba/synthesized_data/train/10_263_light.txt
396,../data/celeba/synthesized_data/train/10_264_albedo.png,../data/celeba/synthesized_data/train/10_264_normal.png,None,None,../data/celeba/synthesized_data/train/10_264_face.png,../data/celeba/synthesized_data/train/10_264_light.txt
397,../data/celeba/synthesized_data/train/10_265_albedo.png,../data/celeba/synthesized_data/train/10_265_normal.png,None,None,../data/celeba/synthesized_data/train/10_265_face.png,../data/celeba/synthesized_data/train/10_265_light.txt
398,../data/celeba/synthesized_data/train/10_266_albedo.png,../data/celeba/synthesized_data/train/10_266_normal.png,None,None,../data/celeba/synthesized_data/train/10_266_face.png,../data/celeba/synthesized_data/train/10_266_light.txt
399,../data/celeba/synthesized_data/train/10_267_albedo.png,../data/celeba/synthesized_data/train/10_267_normal.png,None,None,../data/celeba/synthesized_data/train/10_267_face.png,../data/celeba/synthesized_data/train/10_267_light.txt
